Count,Description,Model Number,Serial Number,MAC ID,Location
,Raspberry Pi Zero WH  -  inside circuit rocks box 1,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,1 USB serial backpack kit with 16x2 RGB backlight LCD  -  inside circuit rocks box 1,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Pioled 128x32 monochrome OLED raspberry pi adafruit  -  inside circuit rocks box 1,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,with DC DC Booster 6A 150W  -  inside circuit rocks box 2,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,with Battery 3512V 25A Charger 18650 BMS  -  inside circuit rocks box 2,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solderless Breadboard (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
3,Protoboard Pro-Double Sidep (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
5,Circuit Board - green (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,40 Pin Male Headers (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,6 Pin Female Header (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Infrared Thermometer (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Breadboard Power Supply (inside circuit rocks box 3),,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Hobby King AC Adapter 100-240V 1.0A 50-60Hz,EA1024H1-120,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Touchjet Wave,TWI,1650000121,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,RG58A/U Coax Cable,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Mr. Tappy HD USB Webcam,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,MPPT Solar Charge Controller - brown box; color green,MPT-7210A,431613538,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,SKYRC Professional Balance Charger/Discharge iMAX B6 mini - white box,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,PWM Solar Charge Controller 12V/24V 30A - no box; color black,SR-HP2430,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,docooler Solar Charger Controller BSV20A 12V/24V - no box; color black,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Mohoo Solar Charge Controller 12V/24V 20A - no box; color blue,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solar Charge Controller 5V 2A - small yellow box,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solar Charge Controller 12V/24V 60A - yellow big box,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solar Charge Controller PWM Controll - no box; color white,SC20B-1504-0017,GAIA-SC20B1224,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solar Charge Controller 12V/24V 20A - blue box,KLD1220,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solar Charge Controller 12V/24V 10A - no box; color black,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Solar Charge Controller 12V/24V 30A - no box; color black,LMS2430,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Tender Deltran Battery Charger,3714-100151e,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Tender Deltran Battery Charger,3614-100132C,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Tender Deltran Lithium Battery LiFe PO4 12V; 26-35Ah;  96 w/hr - no box,BTL3A480C,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Tender Deltran Lithium Battery LiFe PO4 12V; 7-9Ah;  25.6 w/hr - complete inside the box,BTL09A120C,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Tender Deltran Lithium Battery LiFe PO4 12V; 10-14Ah;  51.2 w/hr - complete inside the box,BTL14A240C,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,Tender Deltran Lithium Battery LiFe PO4 12V; 10-14Ah;  51.2 w/hr - no box,BTL14A240C,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
13,switching power supply cut 5V 3A - in RoHM box,,,,"Radio Room, Wooden Cabinet (single door) Level 2 "
,,,,,
9,CMD810C902/947P25A Dielecric Duplexer Tx 947.5   Rx 902.5,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,2100MHz Duplexer Rx1710-1770MHz   Tx2110-2170MHz,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
2,2100MHz Duplexer Rx1710-1785MHz   Tx1805-1880MHz,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Salisbury 033F8 WSA-00100  Tx869-894/1930-1990MHz   Rx824-849/1850-1910MHz,,704,,"Radio Room, Wooden Cabinet (single door) Level 3"
,LORCH microwave WF-42014 receive filter,,AG11,,"Radio Room, Wooden Cabinet (single door) Level 3"
,LORCH microwave WF-42014 receive filter,,AG14,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Salisbury 033F8 WSD-00126 Duplexer   Tx935-960MHz   Rx890-915MHz,,81,,"Radio Room, Wooden Cabinet (single door) Level 3"
,GSM900 Multiplexer Rx880-815MHz  Tx925-960MHz,KDF8935MA80LI-03,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,DCS Duplexer   Rx 1710-1725MHz   Tx 1805-1820MHz,WHS-D1815C,20006 1112.15,,"Radio Room, Wooden Cabinet (single door) Level 3"
,RFMORECOM RMC 836-881.75 D18M01,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,LORCH microwave WF-21015 Transmit Filter,AM5,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,LORCH microwave WD-00005 Duplexer,AB6,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Salisbury 033F8 WSD-00097 Duplexer 1750-1780MHz 1840-1870MHz,,871,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Mini-Circuits Splitter ZB3PD-63-S+ 150-6000MHz up to 30W,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,EMR 859.9625 Band Pass Cavity,6654/SBC-1,980908-001,,"Radio Room, Wooden Cabinet (single door) Level 3"
,720-806MHz Duplexer,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Simply WiFi (Glass Type),,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Surge Suppressor MHT250-N48 4.5MHz-400MHz,,2471313435,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Surge Suppressor MHT2500N-2 .8-2.5GHz,,1312294000707,,"Radio Room, Wooden Cabinet (single door) Level 3"
,Optilink ,OptilinkGF-08/27-3-CN-E,1008125,,"Radio Room, Wooden Cabinet (single door) Level 3"
,ZTE 800-2500MHz  36dBi,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,FiberHome Divider   ERP:030030060296   .8-2.5GHz,100142144401,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,BTS Silver Antenna with cable (inside zip lock),,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,AC Adapter 5V 3A,GY-0530,,,"Radio Room, Wooden Cabinet (single door) Level 3"
9,AKARI wiring devices,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,AKARI Mini Circuit Breaker double pole 240/415V  ACBR2-GEP-2P15A,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
2,ROYU Circuit Breaker 2 pole 40 amperes 23V AC,,,,"Radio Room, Wooden Cabinet (single door) Level 3"
,,,,,
3,Eleduino Asus SBC Tinker Board ,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
3,Eleduino Metal Case for Raspberry pi3 or Raspberry pi2,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,WA5VJB Log Periodic  850-6500MHz   LP0965 Antenna,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,RF Bay 10-15 Watts Mini Circuit Amplifier,2HL-42 SMA,102886.3,,"Radio Room, Wooden Cabinet (single door) Level 4"
,RF Bay 10-15 Watts Mini Circuit Amplifier,2HL-42 SMA,H041895-013,,"Radio Room, Wooden Cabinet (single door) Level 4"
,SEWON Teletech Power Amplifer Lean Amp STA2100-45MM-CL  1850-2150MHz 50db 20W,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Eya IMAG LPA-4057-12H   850-960MHz  Gain 45-50-25W   27V,,0298  06/43,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Eya IMAG LPA-4057-12H   850-960MHz  Gain 45-50-25W   27V,,0390  06/44,,"Radio Room, Wooden Cabinet (single door) Level 4"
,RF Bay SPA-860  34161301  760-960MHz  Gain 40db In 15dBm,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Powerwave Tech  800-960MHz   -10dBm  27Vdc,LDA0809-30-41A,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Elistra Amplifier,MW-13341-352W-M2,98121002,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Mini Circuit,ZFL 2500VH AS,d111403,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Miteq Microwave RF Low Noise Amplifier   0.3-1000 gain 28dB - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,20MHz to 3GHz RF Amplifier low noise amplifier LNA - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,LNA PCB - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,RF Bay GNA-106T   1700-2100MHz Gain 15dB - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,gpio labs low noise amplifier   10-6000MHz 40db Gain - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Miteq Microwave RF Low Noise Amplifier - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,RF2370SB   - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,RF2370 LNA Evaluation Board   900-4000MHz  gain 12dB - inside red container,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
2,PLDT Home Fiber Black,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,LTE PowerAmplifier  2500-2690MHz  45db,,HL20170427301,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Grey Enclosure and Accessories,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Ultimate Power Supply,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Flashlight Red,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Circuitrocks Lithium Battery Box,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,Circuitrocks Relay 10A Module Arduino & Raspberry Pi Compatible Digital Gravity,,,,"Radio Room, Wooden Cabinet (single door) Level 4"
,,,,,
,orange pelican - WIFI wonderful safety equipment case,,,,"Radio Room, beside wooden cabinet near the door"
,LEA (Localized-Enhanced-Access); black pelican,,,,"Radio Room, beside wooden cabinet near the door"
,,,,,
4,3 prong outlet (inside zip lock),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
8,3 prong power supply,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
3,CCTV power supply,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
2,CCTV Camera - color gray black (inisde zip lock),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Faraday Cloth,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,soldering paste,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,PowerBank 16000mAhm black,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Texas WS POE Tester+,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,NUC power supply 19V (inside zip lock),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
8,labeler tape (inside zip lock),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,ubiquiti misc (inside zip lock),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,"power supply 24, 48, 50 V injector (inside zip lock)",,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Biometric door,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Dennis 3 items,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,,,,,
,Nest Multi-Criteria Smoke Alarm - defective,,06AA01AC341606KS,,
,Nest Multi-Criteria Smoke Alarm - defective,06A,06AA01AC061604V7,DEFECTIVE,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Globe WiFi Router,H5004NK,226601161201368,90610C2C8981,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,DBTector Micro Power Monitor (Class 1 ; 220V 50Hz; 1W),,GC : 2318972,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,DBTector Micro Power Monitor (Class 1 ; 220V 50Hz; 1W),,GC : 2318933,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,DBTector Micro Power Monitor (Class 1 ; 220V 50Hz; 1W),,GC : 2318948,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,DBTector Micro Power Monitor (Class 1 ; 220V 50Hz; 1W),,GC : 2318931,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Mini Digital Level,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Carabinder,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Seagate Barracuda 3TB (PN: 2DM166 - 302),ST3000DM008,Z5051GAQ,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,WD Super DM OSMC HHD One 314G,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Internet Shielded Glance coupler,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,gigabit passive poe,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Apple TV with HDMI tv remote,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Magideal MPPT Solar Controller,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,router with label bagets,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,electronic energy meter,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Starlink Long Mount,,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,4G LTE WiFi Router (Power: DC 12V 1A),B926,B7620A20173600992,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Ubiquiti Bullet AC,B-DB-AC,,1747G 788A20A4B107,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Ubiquiti Bullet AC,,,1747G 788A20A4B0DD,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,LMR200 Shielded Coax Cable (N-M/RPSMA-M ; 50 Ohms),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,LMR200 Shielded Coax Cable (N-M/RPSMA-M ; 50 Ohms),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,LMR200 Shielded Coax Cable (N-M/RPSMA-M ; 50 Ohms),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,LMR200 Shielded Coax Cable (N-M/RPSMA-M ; 50 Ohms),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,Ubertooth One - Bluetooth Sniffer Dongle (antenna in usb),,,,"Radio Room, Rack 3, Level 1, Green Orocan Box"
,,,,,
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP,16080223750,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP,16080223742,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP,16080223756,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP,16080223755,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP,16080206937,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122104,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121803,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121815,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121814,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122138,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122090,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121733,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121809,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122107,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122109,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18084100848,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18084100647,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,17020203881,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121806,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122115,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121732,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044121810,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18044122113,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18124102924,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Ubiquiti Ethernet Surge Protector (inside blue megabox),ETH-SP-G2,18124102936,,SCADA Base Main Station Rack 0 Level 2 (Inside Box)
,Mono-Crystalline Solar Module 25Wp,BL25M,,,San Roque house 2nd floor
,Suncare Solar Photovoltaic Module,,,,San Roque house 2nd floor
,Suncare Solar Photovoltaic Module,,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 2 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Touch Energy ROHs Solar Panel @ 4 pcs per box,60W,,,San Roque house 2nd floor
,Radome-06P,,,,San Roque house 2nd floor
,Radome-06P,,,,San Roque house 2nd floor
,Radome-06P,,,,San Roque house 2nd floor
,Radome-06P,,,,San Roque house 2nd floor
,Radome-06P,,,,San Roque house 2nd floor
,Radome-06P,,,,San Roque house 2nd floor
,Lanbowan Antenna (freq: 4950-5850 MHz; 30 dBi),ANT4958D30P-DP,18121301001,,San Roque house 2nd floor
,Lanbowan Antenna (freq: 4950-5850 MHz; 30 dBi),ANT4958D30P-DP,18121301002,,San Roque house 2nd floor
,Bracket Solar Panel,,,,San Roque house 2nd floor
,PCV10 PWM Solar Charger Controller 12V/24V 10A 55V @ 5 pcs per box,,,,San Roque house 2nd floor
,PCV10 PWM Solar Charger Controller 12V/24V 10A 55V @ 5 pcs per box,,,,San Roque house 2nd floor
,PCV10 PWM Solar Charger Controller 12V/24V 10A 55V @ 5 pcs per box,,,,San Roque house 2nd floor
,PCV10 PWM Solar Charger Controller 12V/24V 10A 55V @ 5 pcs per box,,,,San Roque house 2nd floor
,GPS Antenna MIT2 1559-1577 28dBi & LORA,,,,San Roque house 2nd floor (cabinet; column 2 row 1)
,Solar Antenna,,,,San Roque house 2nd floor (cabinet; column 2 row 2)
2,Ubiquiti Dish,,,,San Roque house 2nd floor (cabinet; column 2 row 3)
,Wireless Wire Dish,LHG 60G,,,San Roque house 2nd floor (cabinet; column 2 row 4)
,Wireless Wire Dish,LHG 60G,,,San Roque house 2nd floor (cabinet; column 2 row 4)
,seat cover,,,,San Roque house 2nd floor (cabinet; column 2 row 4)
2,Stratos 2400V120ST13H 13dBi 2400-2483MHz,,,,San Roque house 2nd floor (cabinet; column 3 row 1)
,Dual Band sectoral antenna,,,,San Roque house 2nd floor (cabinet; column 3 row 2)
1,Stratos antenna,,,,San Roque house 2nd floor (cabinet; column 3 row 2)
,omni directional 2400HA,,,,San Roque house 2nd floor (cabinet; column 3 row 2)
2,Dual Band sectoral antenna,,,,San Roque house 2nd floor (cabinet; column 3 row 3)
4,MTK for USA rocket EMS,,,,San Roque house 2nd floor
2,Baron Antenna - black,,,,San Roque house 2nd floor
,Lanbowan Dish Antenna 3300-3800 MHz 25 dBi,ANT3338D25P-DP,18121301005,,San Roque house 2nd floor
,Lanbowan Dish Antenna 3300-3800 MHz 25 dBi,ANT3338D25P-DP,,,San Roque house 2nd floor
,Lanbowan Dish Antenna 3300-3800 MHz 25 dBi w/ airFiber 3x (Model: AF-3x),ANT3338D25P-DP,18121301006,3x: (1535P 0418D6E369A4),San Roque house 2nd floor
,"Ubiquiti airFiber 5GHz, 30 dBL Slant 45 Antenna",AF-5G30-S45,AF5L12266,,"Zen, Makati - Tito Tammy"
,"Ubiquiti airFiber 5GHz, 30 dBL Slant 45 Antenna",AF-5G30-S45,AF5L12267,,"Red Cross, Mandaluyong - Nazarene, Taytay - San Roque 2nd Floor"
,"Ubiquiti airFiber 5GHz, 30 dBL Slant 45 Antenna",AF-5G30-S45,AF5L12637,,Tito Tammy
,"Ubiquiti airFiber 5GHz, 30 dBL Slant 45 Antenna",AF-5G30-S45,AF5L12638,,Tagaytay
,Ubiquit airFiber X Antenna 5GHz 23dBi Slant 45,AF-5G23-S45,AF5A29893,,San Roque house 2nd floor
,Ubiquiti airFiber 5,AF5,,1422P24A43C381C21,San Roque house 2nd floor
,Ubiquiti airFiber 5,AF5,,1414P24A43C380106,San Roque house 2nd floor
,Ubiquiti airFiber 5U,AF-5U,,1716P24A43C38AAED,San Roque house 2nd floor
,Ubiquiti airMAX Omni 2.4GHz 2x2 MIMO Antenna 2.35-2.55GHz 10 dBi,AMO-2G10,AM2C4232,,San Roque house 2nd floor
,Ubiquiti airMAX Omni 2.4GHz 2x2 MIMO Antenna 2.35-2.55GHz 10 dBi,AMO-2G10,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna 2400-2500MHz & 1550-5850MHz 14dBi/16dBi,AMXP-2458VH-D1416L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna @ 3 pcs per box,AMXP-2458VH-D1416L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna @ 3 pcs per box,AMXP-2458VH-D1416L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna @ 3 pcs per box,AMXP-2458VH-D1416L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna @ 3 pcs per box,AMXP-2458VH-D1416L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna 2400-2500MHz 2x17dBi,AMXP-2425VH-D17L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna 2400-2500MHz 2x17dBi @ 3 pcs per box,AMXP-2425VH-D17L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna 2400-2500MHz 2x17dBi @ 3 pcs per box,AMXP-2425VH-D17L90,,,San Roque house 2nd floor
,WiFi MIMO Sector Panel Antenna 2400-2500MHz 2x17dBi @ 3 pcs per box,AMXP-2425VH-D17L90,,,San Roque house 2nd floor
,Base Station Sector Antenna ,2400V120ST16X,,,San Roque house 2nd floor
,Base Station Sector Antenna ,2400V120ST16X,,,San Roque house 2nd floor
,Base Station Sector Antenna ,2400V120ST16X,,,San Roque house 2nd floor
,Base Station Sector Antenna ,2400V120ST16X,,,San Roque house 2nd floor
,Base Station Sector Antenna ,2400V120ST16X,,,San Roque house 2nd floor
,2.3-2.7GHz Dual Pol Sector Antenna 2x16dBi 2300-2700MHz @ 6 pcs per box,ANT2327D16T-90DP,,,San Roque house 2nd floor
,2.3-2.7GHz Dual Pol Sector Antenna 2x16dBi 2300-2700MHz @ 4 pcs per box,ANT2327D16T-90DP,,,San Roque house 2nd floor
,2.4GHz Dual Pol Omni Antenna 2400-2483.5MHz 83MHz 11dBi 10dBi @ 4 pcs,ANT2400Q11A-DP,,,San Roque house 2nd floor
,Outdoor Omnifiber-glass Antenna 2400-2500Mhz 5100-5800MHz 8dBi @ 4 pcs,TQJ-245808HV,TQJ-245808HV,,San Roque house 2nd floor
6,Carlson Wireless Sectoral Antenna - 1 defective,,,,San Roque house 2nd floor
3,sectoral antenna,,,,San Roque house 2nd floor
,GSM Antenna frequency 824-960MHz omni antenna @ 3 pcs - 1 box,,,,San Roque house 2nd floor
,RPS-20Q Regulated Power Supply 13.8VDC 110/220VAC 60Hz 20AMPS,,,,"Radio Room Rack 0, Level 4"
,Welding Machine CU-200B,,,,"Radio Room Rack 0, Level 4"
,Makute Professional Power Tools 150x800mm 1600W EA52 Earth Auger Drill Bit,,,,"Radio Room Rack 0, Level 4"
,Bosch 2200W Metal Cut-off Saw,,,,"Radio Room Rack 0, Level 4"
,Palm Sander TPS-1100,,,,"Radio Room Rack 0, Level 4"
,Makita Finishing Sander,BO3700,,,"Radio Room Rack 0, Level 4"
,Circular @ box nestea cleanse ,,,,"Radio Room Rack 0, Level 4"
,Maktec Router MT360,,,,"Radio Room Rack 0, Level 4"
2,Motorola XPR 8400,,,,"Radio Room Rack 0, Level 4"
5,Baron BRL Digital Antenna - Black,BRL,,,"Radio Room Rack 0, Level 4"
,Siglent SSA 3021X 9kHz-21Ghz,,SSA3XOED4R0433,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105085,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105093,,"Radio Room Rack 0, Level 4"
,Carlson Wireless Baby Base,RuralConnect III,RC00196,,"Radio Room Rack 0, Level 4"
,Professional Speaker Stand - Tripod / defective,,,,"Radio Room Rack 0, Level 4"
,Professional Speaker Stand - Tripod / defective,,,,"Radio Room Rack 0, Level 4"
,Professional Speaker Stand - Tripod,,,,SCADA Base Main Station
,Professional Speaker Stand - Tripod,,,,SCADA Base Main Station
,Professional Speaker Stand - Tripod,,,,SCADA Base Main Station
,Professional Speaker Stand - Tripod,,,,SCADA Base Main Station
,Carlson Wireless Baby Base w/ power supply,RuralConnect III,105086,,"Radio Room Rack 0, Level 4"
